[hastings]s2197197: cat slurm-2226131.out
============================================================
TimeSformer Fine-tuning — Experiment: concat
============================================================
Device: cuda

Loading base model...

Parameter summary:
  Total:     121,927,260
  Trainable: 534,702  (0.4%) — concat classifier only
  Frozen:    121,392,558  (99.6%) — entire backbone frozen

Starting from scratch
Loaded 168913 training samples

============================================================
Epoch 1/5
============================================================
Epoch 1 started — 21114 batches
  Epoch 1 Step 20200/21114: loss=0.9344  top-1=75.54%
  Epoch 1 Step 20300/21114: loss=0.9337  top-1=75.57%
  Epoch 1 Step 20400/21114: loss=0.9335  top-1=75.59%
  Epoch 1 Step 20500/21114: loss=0.9327  top-1=75.62%
  Epoch 1 Step 20600/21114: loss=0.9322  top-1=75.63%
  Epoch 1 Step 20700/21114: loss=0.9310  top-1=75.66%
  Epoch 1 Step 20800/21114: loss=0.9302  top-1=75.68%
  Epoch 1 Step 20900/21114: loss=0.9295  top-1=75.70%
  Epoch 1 Step 21000/21114: loss=0.9292  top-1=75.71%
  Epoch 1 Step 21100/21114: loss=0.9289  top-1=75.73%

Epoch 1 complete: loss=0.9289  top-1=75.73%
  Saved /home/s2197197/timesformer/checkpoints/epoch_1.pt
  New best checkpoint saved (loss=0.9289)

============================================================
Epoch 2/5
============================================================
Epoch 2 started — 21114 batches
  Epoch 2 Step 100/21114: loss=0.5317  top-1=84.25%
  Epoch 2 Step 200/21114: loss=0.5206  top-1=85.50%
  Epoch 2 Step 300/21114: loss=0.5200  top-1=85.67%
  Epoch 2 Step 400/21114: loss=0.4969  top-1=86.16%
  Epoch 2 Step 500/21114: loss=0.4864  top-1=86.02%
  Epoch 2 Step 600/21114: loss=0.4844  top-1=86.04%
  Epoch 2 Step 700/21114: loss=0.4764  top-1=86.21%
  Epoch 2 Step 800/21114: loss=0.4743  top-1=86.16%
  Epoch 2 Step 900/21114: loss=0.4844  top-1=86.01%
  Epoch 2 Step 1000/21114: loss=0.4805  top-1=86.09%
  Epoch 2 Step 1100/21114: loss=0.4838  top-1=86.02%
  Epoch 2 Step 1200/21114: loss=0.4847  top-1=86.06%
  Epoch 2 Step 1300/21114: loss=0.4866  top-1=86.08%
  Epoch 2 Step 1400/21114: loss=0.4844  top-1=86.15%
  Epoch 2 Step 1500/21114: loss=0.4936  top-1=85.95%
  Epoch 2 Step 1600/21114: loss=0.4939  top-1=85.98%
  Epoch 2 Step 1700/21114: loss=0.4909  top-1=86.09%
  Epoch 2 Step 1800/21114: loss=0.4931  top-1=86.08%
  Epoch 2 Step 1900/21114: loss=0.4958  top-1=86.07%
  Epoch 2 Step 2000/21114: loss=0.4984  top-1=86.01%
  Epoch 2 Step 2100/21114: loss=0.4976  top-1=85.97%
  Epoch 2 Step 2200/21114: loss=0.4985  top-1=85.91%
  Epoch 2 Step 2300/21114: loss=0.4980  top-1=85.87%
  Epoch 2 Step 2400/21114: loss=0.4992  top-1=85.82%
  Epoch 2 Step 2500/21114: loss=0.4995  top-1=85.80%
  Epoch 2 Step 2600/21114: loss=0.4989  top-1=85.82%
  Epoch 2 Step 2700/21114: loss=0.4995  top-1=85.85%
  Epoch 2 Step 2800/21114: loss=0.5012  top-1=85.86%
  Epoch 2 Step 2900/21114: loss=0.5031  top-1=85.83%
  Epoch 2 Step 3000/21114: loss=0.5059  top-1=85.76%
  Epoch 2 Step 3100/21114: loss=0.5072  top-1=85.77%
  Epoch 2 Step 3200/21114: loss=0.5077  top-1=85.79%
  Epoch 2 Step 3300/21114: loss=0.5060  top-1=85.77%
  Epoch 2 Step 3400/21114: loss=0.5055  top-1=85.78%
  Epoch 2 Step 3500/21114: loss=0.5076  top-1=85.74%
  Epoch 2 Step 3600/21114: loss=0.5064  top-1=85.76%
  Epoch 2 Step 3700/21114: loss=0.5062  top-1=85.75%
  Epoch 2 Step 3800/21114: loss=0.5043  top-1=85.82%
  Epoch 2 Step 3900/21114: loss=0.5056  top-1=85.80%
  Epoch 2 Step 4000/21114: loss=0.5077  top-1=85.77%
  Epoch 2 Step 4100/21114: loss=0.5065  top-1=85.79%
  Epoch 2 Step 4200/21114: loss=0.5056  top-1=85.82%
  Epoch 2 Step 4300/21114: loss=0.5058  top-1=85.81%
  Epoch 2 Step 4400/21114: loss=0.5067  top-1=85.76%
  Epoch 2 Step 4500/21114: loss=0.5064  top-1=85.77%
  Epoch 2 Step 4600/21114: loss=0.5083  top-1=85.73%
  Epoch 2 Step 4700/21114: loss=0.5077  top-1=85.74%
  Epoch 2 Step 4800/21114: loss=0.5073  top-1=85.75%
  Epoch 2 Step 4900/21114: loss=0.5088  top-1=85.72%
  Epoch 2 Step 5000/21114: loss=0.5093  top-1=85.73%
  Epoch 2 Step 5100/21114: loss=0.5100  top-1=85.71%
  Epoch 2 Step 5200/21114: loss=0.5115  top-1=85.69%
  Epoch 2 Step 5300/21114: loss=0.5112  top-1=85.69%
  Epoch 2 Step 5400/21114: loss=0.5121  top-1=85.70%
  Epoch 2 Step 5500/21114: loss=0.5130  top-1=85.68%
  Epoch 2 Step 5600/21114: loss=0.5126  top-1=85.69%
  Epoch 2 Step 5700/21114: loss=0.5125  top-1=85.68%
  Epoch 2 Step 5800/21114: loss=0.5122  top-1=85.69%
  Epoch 2 Step 5900/21114: loss=0.5122  top-1=85.70%
  Epoch 2 Step 6000/21114: loss=0.5115  top-1=85.72%
  Epoch 2 Step 6100/21114: loss=0.5120  top-1=85.70%
  Epoch 2 Step 6200/21114: loss=0.5123  top-1=85.67%
  Epoch 2 Step 6300/21114: loss=0.5125  top-1=85.65%
  Epoch 2 Step 6400/21114: loss=0.5137  top-1=85.64%
